servicio,canal,canal_origen,urgencia,mensaje_largo,referido,tratamiento_prev,interes_activo,es_mañana,dias_recientes,hora_contacto,dias_desde_contacto,nombre,correo,telefono
Revisión general,WhatsApp,Llamada directa,Media,0,0,1,0,0,1,12,2,Raúl Morales Chávez,raúl50@gmail.com,+51 955274564
Implantes,Facebook,Llamada directa,Alta,1,1,1,1,0,0,9,6,Fiorella Martínez Morales,fiorella33@hotmail.com,+51 932064435
Endodoncia,WhatsApp,Llamada directa,Baja,1,1,1,1,1,0,17,1,Luis Silva Quispe,luis55@outlook.com,+51 927370093
Endodoncia,WhatsApp,Página web,Baja,0,0,1,1,0,1,8,12,Andrea Gómez Vásquez,andrea76@yahoo.es,+51 979772297
Extracción,Instagram,Llamada directa,Baja,1,1,1,0,0,0,15,2,Carmen Gómez Torres,carmen90@outlook.com,+51 969223578
Cirugía oral,Otro,Página web,Baja,0,0,1,1,0,1,12,1,Carmen Herrera Rodríguez,carmen79@yahoo.es,+51 926222823
Extracción,Instagram,Recomendación,Media,1,1,0,0,0,1,15,12,Lucía Mendoza Sánchez,lucía62@gmail.com,+51 939679475
Blanqueamiento,Otro,Llamada directa,Media,1,1,0,0,0,0,11,3,Carmen Herrera Castro,carmen21@hotmail.com,+51 925106796
Implantes,WhatsApp,Página web,Media,1,1,0,0,1,1,19,5,Andrea Torres Torres,andrea64@gmail.com,+51 983941174
Endodoncia,Instagram,Página web,Media,0,1,0,0,1,1,10,10,Miguel Martínez Cruz,miguel53@hotmail.com,+51 930313922
Cirugía oral,Instagram,Recomendación,Baja,1,1,0,0,0,1,3,2,Fernando Rodríguez García,fernando31@gmail.com,+51 926498273
Limpieza dental,Otro,Página web,Baja,1,0,0,1,1,0,13,1,Fernando Castro Gómez,fernando87@gmail.com,+51 975804233
Endodoncia,Facebook,Página web,Baja,1,0,1,0,0,0,11,3,Jorge Flores Ruiz,jorge21@hotmail.com,+51 945617650
Blanqueamiento,WhatsApp,Recomendación,Baja,0,1,1,1,1,0,13,2,Jorge Ramírez Ruiz,jorge74@outlook.com,+51 969539239
Ortodoncia,WhatsApp,Recomendación,Media,1,1,1,0,0,0,11,13,Pedro Quispe Cruz,pedro29@hotmail.com,+51 934277353
Extracción,Otro,Google Ads,Media,1,0,0,0,0,1,15,7,Karla Ramírez Ruiz,karla15@hotmail.com,+51 992577791
Ortodoncia,Facebook,Página web,Media,1,1,1,0,1,0,9,5,Raúl Vásquez Martínez,raúl52@outlook.com,+51 946591883
Ortodoncia,Instagram,Página web,Alta,0,0,1,1,0,0,14,6,Renzo Martínez Pérez,renzo44@yahoo.es,+51 960926834
Cirugía oral,WhatsApp,Google Ads,Baja,0,0,0,1,1,1,13,2,Carmen Rojas Cruz,carmen86@outlook.com,+51 958036018
Extracción,Otro,Google Ads,Baja,1,0,1,1,1,0,10,5,Lucía Castro Ramírez,lucía25@gmail.com,+51 929197663
Endodoncia,Otro,Google Ads,Media,0,1,1,1,0,1,10,4,Andrea Quispe Rojas,andrea88@outlook.com,+51 992029187
Implantes,Facebook,Página web,Media,1,1,0,0,0,0,19,7,Elena García Martínez,elena22@outlook.com,+51 918848843
Endodoncia,Facebook,Llamada directa,Baja,0,0,1,0,1,1,9,3,Karla Morales Sánchez,karla72@gmail.com,+51 982146376
Endodoncia,WhatsApp,Llamada directa,Media,1,1,1,0,0,0,11,3,Luis Chávez Martínez,luis19@gmail.com,+51 937606501
Blanqueamiento,Instagram,Llamada directa,Media,1,0,1,1,1,0,18,0,Lucía Castro Quispe,lucía33@outlook.com,+51 998038484
Endodoncia,Instagram,Página web,Media,1,0,0,0,0,0,15,13,Raúl Herrera Quispe,raúl44@gmail.com,+51 979435881
Blanqueamiento,WhatsApp,Google Ads,Baja,1,1,1,1,1,1,15,6,Luis Silva Pérez,luis49@yahoo.es,+51 912483640
Blanqueamiento,Instagram,Google Ads,Media,1,0,0,1,0,0,11,2,Ana Torres Morales,ana75@hotmail.com,+51 957045473
Blanqueamiento,Facebook,Google Ads,Alta,1,1,1,1,0,0,13,3,Miguel Martínez Silva,miguel41@yahoo.es,+51 954099270
Cirugía oral,Otro,Recomendación,Baja,0,1,1,1,0,0,22,2,Carlos Chávez Vásquez,carlos27@hotmail.com,+51 969944361
Cirugía oral,Facebook,Página web,Alta,1,0,1,1,1,0,18,11,Karla Cruz Rojas,karla27@gmail.com,+51 987684078
Limpieza dental,WhatsApp,Recomendación,Baja,0,1,0,1,0,0,10,5,Jorge Chávez Rojas,jorge77@hotmail.com,+51 940433738
Blanqueamiento,WhatsApp,Página web,Baja,0,1,0,1,0,1,13,3,José Sánchez Mendoza,josé71@yahoo.es,+51 995307709
Implantes,WhatsApp,Llamada directa,Media,1,1,1,0,0,1,4,9,Diana Sánchez Quispe,diana17@outlook.com,+51 929129424
Revisión general,Otro,Página web,Media,1,0,1,1,1,1,17,0,Elena Flores Morales,elena91@hotmail.com,+51 992341550
Revisión general,WhatsApp,Página web,Alta,0,1,1,0,0,0,10,5,Andrea Cruz Castro,andrea42@hotmail.com,+51 979554606
Limpieza dental,Otro,Llamada directa,Baja,1,1,0,1,0,0,16,2,Carlos Morales Quispe,carlos26@outlook.com,+51 969561973
Ortodoncia,Facebook,Recomendación,Alta,1,1,1,0,0,0,14,3,Carmen Silva Silva,carmen92@yahoo.es,+51 947462839
Revisión general,Otro,Llamada directa,Media,1,0,0,1,0,0,13,6,Fiorella Martínez Herrera,fiorella56@yahoo.es,+51 981471268
Ortodoncia,Otro,Página web,Alta,0,0,1,1,0,0,13,1,Ana Flores Mendoza,ana58@hotmail.com,+51 928393480
Cirugía oral,Otro,Recomendación,Baja,1,0,0,1,0,0,13,6,María Castro Martínez,maría87@yahoo.es,+51 953859284
Ortodoncia,WhatsApp,Google Ads,Media,0,0,0,0,0,0,10,2,Carmen Flores García,carmen20@hotmail.com,+51 970290351
Extracción,Instagram,Llamada directa,Media,0,0,0,0,0,0,17,1,Lucía Sánchez Silva,lucía89@hotmail.com,+51 927529329
Carillas,Otro,Google Ads,Media,0,0,0,0,0,1,14,3,Karla Silva García,karla84@outlook.com,+51 924008443
Limpieza dental,Otro,Google Ads,Baja,0,1,0,1,0,1,19,7,Rosa Flores Quispe,rosa67@yahoo.es,+51 987529946
Cirugía oral,Otro,Llamada directa,Baja,1,1,0,1,1,1,8,7,Miguel Martínez Ramírez,miguel26@gmail.com,+51 912270242
Endodoncia,Instagram,Recomendación,Alta,1,0,0,0,1,0,18,4,Fiorella Sánchez Pérez,fiorella92@gmail.com,+51 970336269
Carillas,WhatsApp,Google Ads,Baja,0,0,0,1,0,0,12,5,Elena Mendoza Silva,elena12@hotmail.com,+51 947751972
Endodoncia,WhatsApp,Google Ads,Media,0,0,0,0,1,0,12,10,Rosa Castro Martínez,rosa11@outlook.com,+51 967229739
Extracción,Instagram,Llamada directa,Baja,0,1,1,1,0,0,18,8,Carmen Quispe Flores,carmen41@yahoo.es,+51 918883569
Limpieza dental,WhatsApp,Google Ads,Media,0,0,1,0,0,0,18,3,José Morales García,josé89@hotmail.com,+51 939614830
Implantes,WhatsApp,Google Ads,Alta,0,0,1,0,1,0,20,0,Karla Sánchez Gómez,karla14@hotmail.com,+51 935904661
Extracción,Instagram,Página web,Media,0,0,1,0,0,0,14,7,Diana Gómez Chávez,diana36@gmail.com,+51 975034553
Extracción,Otro,Google Ads,Baja,1,0,0,0,0,0,13,4,Miguel Ruiz Sánchez,miguel56@gmail.com,+51 948997620
Revisión general,Instagram,Llamada directa,Baja,1,0,1,1,1,1,19,0,Fernando Cruz Quispe,fernando69@outlook.com,+51 992859641
Implantes,Facebook,Recomendación,Alta,0,1,1,1,0,0,17,5,Miguel Vásquez Chávez,miguel87@outlook.com,+51 994224446
Extracción,Instagram,Página web,Baja,0,1,1,1,0,0,15,6,Karla Morales Castro,karla87@yahoo.es,+51 934624521
Ortodoncia,Facebook,Google Ads,Alta,1,0,0,1,1,1,6,2,José Flores Chávez,josé74@outlook.com,+51 928583847
Ortodoncia,Otro,Página web,Baja,1,1,0,0,1,0,13,10,Elena Herrera Gómez,elena49@outlook.com,+51 933848370
Extracción,Otro,Página web,Media,0,0,0,0,0,0,12,5,José Pérez Herrera,josé62@gmail.com,+51 980134256
Revisión general,Otro,Llamada directa,Alta,1,1,0,0,0,0,13,6,Carlos Rodríguez Herrera,carlos10@yahoo.es,+51 992638878
Ortodoncia,Otro,Recomendación,Alta,0,0,1,0,0,1,11,1,José Vásquez Rodríguez,josé99@gmail.com,+51 925874608
Endodoncia,WhatsApp,Llamada directa,Baja,1,0,0,1,1,0,13,5,José Flores Sánchez,josé89@hotmail.com,+51 984649639
Implantes,Facebook,Recomendación,Alta,0,0,1,1,0,0,20,3,Karla Chávez García,karla10@yahoo.es,+51 966628026
Implantes,Facebook,Llamada directa,Media,1,1,1,1,0,0,18,12,Rosa Herrera Ruiz,rosa84@hotmail.com,+51 953385658
Ortodoncia,WhatsApp,Google Ads,Baja,0,1,0,0,0,1,16,3,Jessica Chávez Rodríguez,jessica67@gmail.com,+51 935586947
Blanqueamiento,Instagram,Página web,Media,1,0,1,0,0,0,15,4,Jessica Quispe Morales,jessica54@yahoo.es,+51 957491493
Carillas,WhatsApp,Recomendación,Media,0,1,0,1,1,1,10,1,Elena Herrera García,elena61@gmail.com,+51 940574202
Extracción,Facebook,Página web,Baja,0,0,1,0,0,0,16,9,Andrea Ruiz García,andrea79@hotmail.com,+51 989140216
Implantes,Instagram,Google Ads,Media,1,0,1,0,1,0,16,3,Rosa Vásquez Morales,rosa68@yahoo.es,+51 910039602
Endodoncia,Instagram,Llamada directa,Media,1,0,1,1,0,0,14,0,Miguel Quispe Ruiz,miguel80@hotmail.com,+51 967359606
Endodoncia,Facebook,Página web,Alta,1,1,0,0,1,0,9,7,José Rojas Vásquez,josé99@gmail.com,+51 934091714
Endodoncia,Facebook,Recomendación,Baja,1,0,1,1,1,0,20,7,Luis Vásquez Rojas,luis43@outlook.com,+51 942994754
Blanqueamiento,Facebook,Google Ads,Media,1,0,1,1,1,0,14,3,Luis Flores Rodríguez,luis85@hotmail.com,+51 980659384
Implantes,WhatsApp,Recomendación,Media,1,1,0,1,1,1,16,1,Elena Torres Ruiz,elena47@hotmail.com,+51 946192233
Endodoncia,Otro,Página web,Baja,0,0,0,0,0,1,17,4,Rosa Torres Gómez,rosa15@outlook.com,+51 919738549
Cirugía oral,Instagram,Google Ads,Media,0,1,1,1,0,0,8,3,Pedro Vásquez Gómez,pedro73@outlook.com,+51 969241235
Carillas,Facebook,Llamada directa,Media,0,1,1,1,1,0,20,4,Raúl Vásquez Flores,raúl25@outlook.com,+51 924150531
Limpieza dental,Instagram,Google Ads,Baja,0,1,0,1,0,1,9,6,Jessica Sánchez Ruiz,jessica34@gmail.com,+51 955627247
Cirugía oral,Instagram,Google Ads,Media,1,1,1,0,0,0,14,7,Jessica Cruz Sánchez,jessica23@hotmail.com,+51 996055663
Implantes,WhatsApp,Google Ads,Baja,1,0,0,0,0,0,20,5,Karla Sánchez Castro,karla43@hotmail.com,+51 928944970
Carillas,Instagram,Google Ads,Alta,1,1,1,0,1,1,9,1,Elena Silva Sánchez,elena85@outlook.com,+51 919398599
Implantes,WhatsApp,Llamada directa,Media,1,1,1,1,1,0,13,0,Fernando Rodríguez Ramírez,fernando22@gmail.com,+51 993286036
Ortodoncia,Otro,Llamada directa,Alta,1,1,1,1,0,1,17,5,Diana Morales Ruiz,diana77@outlook.com,+51 940237073
Implantes,Instagram,Recomendación,Alta,1,0,1,0,0,0,19,0,José Quispe Herrera,josé83@gmail.com,+51 941457563
Carillas,Instagram,Google Ads,Baja,1,0,0,0,0,1,9,2,José Silva Torres,josé26@hotmail.com,+51 910775371
Limpieza dental,Facebook,Llamada directa,Alta,0,1,0,0,0,1,10,6,Fernando Sánchez Herrera,fernando78@hotmail.com,+51 972203852
Revisión general,Instagram,Llamada directa,Baja,0,1,1,0,0,1,13,5,Lucía Morales García,lucía55@outlook.com,+51 923643990
Endodoncia,WhatsApp,Google Ads,Alta,0,0,0,0,0,0,16,4,María Castro Martínez,maría85@yahoo.es,+51 946595380
Revisión general,Facebook,Recomendación,Alta,0,1,0,0,0,1,13,5,Renzo Ruiz Rojas,renzo96@gmail.com,+51 991674229
Implantes,Otro,Página web,Alta,0,1,1,1,0,1,14,6,Rosa Vásquez Chávez,rosa44@outlook.com,+51 991185388
Revisión general,Facebook,Google Ads,Baja,1,1,1,0,0,1,13,0,Carmen Pérez Torres,carmen34@yahoo.es,+51 978914115
Implantes,WhatsApp,Google Ads,Baja,0,1,1,0,0,0,15,1,Jessica Mendoza Castro,jessica16@yahoo.es,+51 955040324
Extracción,Otro,Google Ads,Media,0,0,0,1,1,0,15,6,Rosa Quispe Cruz,rosa36@hotmail.com,+51 965679050
Extracción,Otro,Llamada directa,Media,0,1,0,0,0,0,16,6,Jorge Silva Ruiz,jorge98@outlook.com,+51 986802402
Revisión general,Otro,Página web,Baja,1,1,1,1,0,1,20,4,Miguel Sánchez Rodríguez,miguel64@outlook.com,+51 955505758
Limpieza dental,Facebook,Llamada directa,Baja,1,1,0,0,0,1,15,8,Pedro Torres Morales,pedro39@hotmail.com,+51 976332840
Ortodoncia,WhatsApp,Recomendación,Baja,0,1,0,1,0,0,17,9,Miguel Pérez Mendoza,miguel34@gmail.com,+51 943261976
Cirugía oral,WhatsApp,Recomendación,Baja,0,0,0,1,0,0,17,2,Jorge Morales Torres,jorge77@gmail.com,+51 994765215
Extracción,WhatsApp,Recomendación,Media,1,1,0,0,1,0,17,8,Diana Herrera Torres,diana39@yahoo.es,+51 988371630
Blanqueamiento,Facebook,Página web,Alta,1,0,1,0,0,0,15,4,Lucía Morales Pérez,lucía62@yahoo.es,+51 911076433
Implantes,Facebook,Recomendación,Media,1,0,1,1,0,0,20,0,Andrea Cruz Ruiz,andrea50@gmail.com,+51 925149311
Limpieza dental,WhatsApp,Google Ads,Baja,1,0,0,1,0,1,7,5,Rosa Ruiz Gómez,rosa63@hotmail.com,+51 974128176
Revisión general,Facebook,Recomendación,Media,1,1,0,1,0,1,14,8,Ana Cruz Gómez,ana10@gmail.com,+51 939367727
Limpieza dental,Facebook,Llamada directa,Media,1,1,0,0,0,0,15,3,Fiorella García Martínez,fiorella75@hotmail.com,+51 979854975
Carillas,Instagram,Recomendación,Media,1,0,1,1,0,1,12,9,Jorge Sánchez Rojas,jorge46@hotmail.com,+51 982582163
Extracción,Instagram,Página web,Baja,0,1,0,1,1,0,20,4,Andrea Morales Martínez,andrea21@outlook.com,+51 914086259
Ortodoncia,WhatsApp,Google Ads,Baja,1,0,0,1,1,1,6,7,Karla Quispe Ruiz,karla71@gmail.com,+51 981274716
Blanqueamiento,Otro,Página web,Baja,1,1,0,0,1,1,13,7,Diana Rodríguez Morales,diana97@hotmail.com,+51 964574483
Ortodoncia,Facebook,Llamada directa,Media,1,1,0,0,0,0,7,5,Renzo Torres Ruiz,renzo75@outlook.com,+51 939338202
Carillas,Otro,Página web,Media,0,0,0,1,0,0,12,11,Pedro Torres Cruz,pedro43@hotmail.com,+51 987101383
Blanqueamiento,WhatsApp,Página web,Alta,1,0,1,1,1,0,11,9,Luis Cruz Quispe,luis79@gmail.com,+51 948261198
Endodoncia,Otro,Google Ads,Media,1,0,1,0,0,0,15,0,Jessica Pérez Silva,jessica91@gmail.com,+51 975687964
Limpieza dental,Facebook,Google Ads,Alta,0,0,0,0,1,1,23,0,Ana Martínez Castro,ana51@gmail.com,+51 988444052
Revisión general,Otro,Llamada directa,Baja,0,1,1,1,0,0,19,6,Ana Cruz Sánchez,ana90@outlook.com,+51 972797698
Endodoncia,Otro,Página web,Media,0,0,0,0,1,0,9,0,Jessica García Flores,jessica75@hotmail.com,+51 912173493
Carillas,Instagram,Recomendación,Media,1,1,1,0,0,0,16,5,Miguel Vásquez Castro,miguel84@yahoo.es,+51 952750020
Endodoncia,WhatsApp,Llamada directa,Alta,0,1,0,1,0,1,12,8,Raúl Vásquez Ramírez,raúl43@hotmail.com,+51 932568528
Blanqueamiento,WhatsApp,Página web,Baja,0,1,0,0,0,0,17,6,Rosa Rojas Martínez,rosa19@outlook.com,+51 956754224
Carillas,Instagram,Llamada directa,Media,0,0,0,1,0,0,17,3,Jorge Rojas Torres,jorge80@hotmail.com,+51 975804531
Extracción,WhatsApp,Google Ads,Alta,1,1,0,0,1,1,19,9,Lucía Pérez Silva,lucía52@outlook.com,+51 988883080
Carillas,Instagram,Recomendación,Media,1,1,1,0,0,1,20,4,Diana Martínez Mendoza,diana44@yahoo.es,+51 957205248
Extracción,Facebook,Recomendación,Baja,0,1,1,0,1,0,18,5,Renzo Mendoza Castro,renzo74@yahoo.es,+51 955412442
Ortodoncia,Facebook,Google Ads,Baja,0,0,0,0,1,0,13,4,José Cruz Morales,josé13@outlook.com,+51 917154408
Extracción,Instagram,Llamada directa,Baja,1,0,0,0,1,1,13,7,Lucía García Vásquez,lucía19@outlook.com,+51 938361366
Implantes,Facebook,Página web,Baja,1,0,1,1,1,1,9,1,Carmen Rodríguez Flores,carmen92@outlook.com,+51 970941084
Extracción,Facebook,Google Ads,Media,0,0,0,0,1,1,16,4,Fiorella Quispe Ramírez,fiorella40@outlook.com,+51 979821816
Extracción,Instagram,Página web,Media,0,0,1,1,0,0,16,7,María Pérez Cruz,maría47@gmail.com,+51 953670946
Cirugía oral,WhatsApp,Llamada directa,Alta,0,1,0,0,1,0,7,11,Fiorella Vásquez Mendoza,fiorella87@gmail.com,+51 968674644
Endodoncia,Instagram,Llamada directa,Alta,1,0,1,0,0,0,18,7,Fernando Flores Herrera,fernando42@gmail.com,+51 974262295
Endodoncia,Instagram,Página web,Baja,0,0,1,1,0,0,13,0,Raúl Mendoza Vásquez,raúl25@hotmail.com,+51 958939200
Ortodoncia,Facebook,Llamada directa,Media,0,1,1,1,0,1,10,7,Pedro Martínez Mendoza,pedro69@outlook.com,+51 940005815
Cirugía oral,Otro,Página web,Media,0,1,0,0,1,1,15,3,Karla Silva Vásquez,karla47@gmail.com,+51 916071912
Endodoncia,Otro,Página web,Baja,1,0,0,0,0,1,9,7,Elena Gómez Cruz,elena37@gmail.com,+51 959114021
Ortodoncia,Instagram,Google Ads,Alta,1,0,0,1,0,0,11,0,Pedro Chávez Vásquez,pedro45@yahoo.es,+51 984389889
Extracción,WhatsApp,Página web,Media,1,0,1,1,0,0,11,2,Renzo Sánchez Ruiz,renzo41@hotmail.com,+51 920427506
Ortodoncia,Facebook,Recomendación,Baja,1,1,1,0,0,1,11,4,Diana Gómez Rojas,diana66@hotmail.com,+51 965376191
Ortodoncia,Otro,Google Ads,Baja,1,0,1,0,0,0,10,4,Fernando Rodríguez Morales,fernando75@hotmail.com,+51 987508047
Implantes,Otro,Página web,Alta,1,0,0,0,0,0,13,7,Carlos Silva Ramírez,carlos47@yahoo.es,+51 969694801
Extracción,Instagram,Recomendación,Baja,0,0,0,0,0,0,17,7,Karla Silva Ruiz,karla81@outlook.com,+51 998148439
Cirugía oral,WhatsApp,Página web,Media,1,1,0,1,0,0,10,2,Renzo Rodríguez Rodríguez,renzo26@gmail.com,+51 966953398
Extracción,WhatsApp,Google Ads,Baja,1,0,1,0,0,0,11,9,Carlos Ruiz Gómez,carlos14@outlook.com,+51 972888731
Endodoncia,Instagram,Recomendación,Alta,1,0,0,0,1,0,10,6,Jessica Herrera Flores,jessica84@gmail.com,+51 932063339
Carillas,WhatsApp,Llamada directa,Alta,0,1,1,0,1,0,17,2,Andrea Rodríguez Ruiz,andrea16@gmail.com,+51 927570721
Extracción,WhatsApp,Recomendación,Alta,0,1,0,1,0,1,13,0,Jorge Martínez Castro,jorge80@yahoo.es,+51 918937836
Endodoncia,WhatsApp,Página web,Baja,1,1,0,1,0,1,16,9,Fiorella Flores Sánchez,fiorella79@hotmail.com,+51 936758803
Blanqueamiento,Otro,Página web,Media,1,0,1,1,1,1,12,3,Carlos Sánchez Mendoza,carlos61@outlook.com,+51 983151791
Blanqueamiento,Facebook,Página web,Baja,1,0,0,1,0,1,20,3,Luis Torres Cruz,luis24@gmail.com,+51 960416250
Cirugía oral,Otro,Google Ads,Baja,1,1,1,0,1,0,13,7,Elena Mendoza Vásquez,elena28@yahoo.es,+51 967674137
Extracción,Facebook,Llamada directa,Alta,0,0,1,0,0,0,18,1,María Silva Herrera,maría93@yahoo.es,+51 932192429
Cirugía oral,Otro,Llamada directa,Baja,0,0,1,1,1,1,18,3,Andrea Sánchez Herrera,andrea65@outlook.com,+51 949940586
Ortodoncia,WhatsApp,Google Ads,Baja,0,1,0,0,0,1,13,3,Fernando Sánchez Herrera,fernando69@outlook.com,+51 997978538
Limpieza dental,Instagram,Página web,Baja,0,0,1,0,1,0,11,5,Fiorella Cruz Silva,fiorella53@hotmail.com,+51 994833003
Carillas,Facebook,Página web,Media,1,0,1,0,1,1,12,6,Diana Morales Herrera,diana39@hotmail.com,+51 950778669
Ortodoncia,Instagram,Llamada directa,Alta,0,1,0,0,0,0,13,7,Luis Morales Quispe,luis20@gmail.com,+51 942094823
Implantes,Otro,Recomendación,Baja,0,0,0,0,0,0,19,7,Miguel Ramírez Herrera,miguel80@outlook.com,+51 932804487
Implantes,Otro,Recomendación,Alta,0,0,0,1,0,1,18,9,Fernando Rodríguez Ramírez,fernando28@gmail.com,+51 998689751
Revisión general,Facebook,Recomendación,Alta,0,1,0,1,1,0,16,3,Renzo Pérez Mendoza,renzo51@outlook.com,+51 994614531
Blanqueamiento,Instagram,Recomendación,Media,0,0,0,1,1,0,12,6,María Vásquez Mendoza,maría64@outlook.com,+51 924808547
Cirugía oral,WhatsApp,Página web,Media,0,0,0,0,0,0,11,3,Luis Ruiz Silva,luis30@hotmail.com,+51 996272815
Endodoncia,WhatsApp,Google Ads,Baja,0,0,1,0,0,0,9,5,María Vásquez García,maría64@hotmail.com,+51 958158682
Cirugía oral,WhatsApp,Recomendación,Alta,0,1,1,0,1,0,13,4,Elena Ruiz Chávez,elena33@gmail.com,+51 928067408
Cirugía oral,Otro,Google Ads,Baja,0,1,0,1,0,0,12,0,Jorge Castro Morales,jorge69@outlook.com,+51 944287772
Ortodoncia,Otro,Google Ads,Alta,1,1,0,1,1,0,19,6,Carlos Sánchez Vásquez,carlos18@yahoo.es,+51 956072189
Endodoncia,Otro,Google Ads,Media,0,1,0,0,0,0,16,5,Andrea Sánchez Cruz,andrea50@yahoo.es,+51 914075357
Limpieza dental,WhatsApp,Llamada directa,Baja,0,0,0,0,0,0,14,5,Luis Pérez Martínez,luis90@yahoo.es,+51 966617699
Carillas,Facebook,Recomendación,Media,0,0,0,0,1,0,17,4,Jessica Ruiz Ramírez,jessica45@hotmail.com,+51 943994231
Revisión general,Otro,Recomendación,Baja,1,1,1,0,0,0,19,0,Renzo Gómez Quispe,renzo17@gmail.com,+51 922454127
Revisión general,Facebook,Recomendación,Alta,0,0,0,0,0,0,13,5,Karla Castro Castro,karla25@hotmail.com,+51 976090161
Implantes,Facebook,Llamada directa,Alta,1,1,1,0,1,0,13,7,Ana Torres Silva,ana99@outlook.com,+51 942039937
Limpieza dental,WhatsApp,Llamada directa,Baja,0,1,1,1,0,0,9,10,Lucía Cruz Gómez,lucía70@gmail.com,+51 979913205
Endodoncia,Otro,Llamada directa,Alta,0,1,0,1,0,0,19,6,Renzo Flores Quispe,renzo47@yahoo.es,+51 978232683
Implantes,Facebook,Recomendación,Baja,0,1,1,1,0,0,18,13,Miguel Sánchez Ramírez,miguel34@gmail.com,+51 926856315
Endodoncia,WhatsApp,Página web,Media,0,1,0,0,0,0,12,5,Raúl Chávez Ramírez,raúl38@outlook.com,+51 968725964
Carillas,Instagram,Llamada directa,Alta,1,1,0,1,0,0,18,6,Jessica Vásquez Pérez,jessica20@outlook.com,+51 938135529
Endodoncia,Otro,Recomendación,Alta,0,0,1,0,0,0,5,4,Rosa Castro Chávez,rosa95@yahoo.es,+51 916482128
Extracción,WhatsApp,Google Ads,Media,1,1,1,0,0,0,12,3,Karla Quispe Pérez,karla30@outlook.com,+51 938485826
Blanqueamiento,Facebook,Página web,Baja,1,1,1,1,1,0,14,7,Jessica Gómez Gómez,jessica85@hotmail.com,+51 984919045
Revisión general,Otro,Recomendación,Alta,0,0,1,0,0,0,15,9,Fernando Rodríguez Torres,fernando15@yahoo.es,+51 937291861
Ortodoncia,WhatsApp,Recomendación,Alta,1,1,1,0,0,1,18,7,Elena Herrera Mendoza,elena96@yahoo.es,+51 917171426
Implantes,Instagram,Llamada directa,Alta,1,0,1,0,0,0,11,6,Karla Rodríguez Chávez,karla42@hotmail.com,+51 915954826
Ortodoncia,Otro,Recomendación,Alta,0,1,0,1,0,0,16,4,Lucía Rojas Mendoza,lucía79@gmail.com,+51 964358671
Ortodoncia,Instagram,Google Ads,Media,0,0,1,0,1,0,17,5,Pedro Silva Castro,pedro76@outlook.com,+51 991120285
Blanqueamiento,Facebook,Recomendación,Media,0,1,1,0,0,1,13,5,Fiorella Sánchez Gómez,fiorella99@outlook.com,+51 976728341
Cirugía oral,Otro,Llamada directa,Alta,0,0,0,0,0,0,12,6,Carmen Ramírez Ramírez,carmen41@outlook.com,+51 983351217
Blanqueamiento,Instagram,Google Ads,Media,0,0,0,1,1,1,9,5,Rosa Herrera Herrera,rosa95@hotmail.com,+51 940929910
Carillas,Facebook,Llamada directa,Alta,1,1,1,0,1,0,12,2,Diana Rojas Pérez,diana99@yahoo.es,+51 932696237
Endodoncia,Facebook,Recomendación,Alta,1,1,0,0,0,1,6,9,Diana García Ruiz,diana57@gmail.com,+51 942349731
Carillas,WhatsApp,Recomendación,Baja,0,0,1,1,0,0,13,11,Lucía Rojas Morales,lucía66@gmail.com,+51 950962284
Blanqueamiento,WhatsApp,Google Ads,Media,0,1,0,1,0,0,14,5,Rosa Torres Flores,rosa86@yahoo.es,+51 977056520
Limpieza dental,Facebook,Recomendación,Baja,0,1,0,1,0,0,13,5,Jessica García Cruz,jessica68@gmail.com,+51 947510962
Extracción,Facebook,Recomendación,Baja,0,1,1,1,0,1,12,7,Raúl Castro Chávez,raúl99@hotmail.com,+51 948031824
Implantes,Instagram,Página web,Baja,0,1,0,1,0,0,14,3,Luis Silva Rojas,luis20@yahoo.es,+51 911240972
Carillas,Instagram,Página web,Media,0,1,1,1,1,1,15,7,Ana Castro Vásquez,ana71@gmail.com,+51 973886890
Blanqueamiento,Instagram,Llamada directa,Media,0,0,0,0,0,0,16,3,Elena Rodríguez Torres,elena24@hotmail.com,+51 937431673
Extracción,Facebook,Llamada directa,Media,0,1,0,0,0,0,8,4,Fiorella Gómez Mendoza,fiorella19@hotmail.com,+51 914500628
Revisión general,WhatsApp,Recomendación,Baja,0,0,1,0,0,1,12,1,Pedro Quispe Castro,pedro52@gmail.com,+51 969283119
Implantes,Instagram,Google Ads,Baja,0,0,0,0,1,0,8,4,Rosa Ramírez Rojas,rosa29@gmail.com,+51 973213001
